x,y,raw,cumulative,Logistic
-73.333968261363,-46.00721726825,2.75762E-7,0.005050559,0.000512606
-69.70477451319499,-42.485821354186,4.53682E-7,0.013369783,0.000843058
-52.789497711709004,-16.919768365853997,1.35888E-5,2.231315688,0.02464978
-65.994732389449,-7.451525270386,8.67711E-7,0.046553949,0.001611191
-68.150689071529,-4.945225627467998,7.86671E-7,0.03851285,0.001460934
-55.179016367681,-6.669990973131995,3.38518E-6,0.454715591,0.006256448
-63.281820231165,-6.247782789557995,1.16237E-6,0.083216549,0.00215715
-58.386001932275,1.4328128903520039,2.61201E-6,0.317344787,0.004834398
-67.809329263533,-39.40459992938,2.25993E-7,0.003730957,0.000420131
-69.561044067723,-18.213342375101995,2.01131E-5,3.253551801,0.036057972
-73.073456828945,-51.388125820607996,2.33919E-8,0.000026913,0.000043503
-109.16776494810101,29.541098132970006,1.66948E-6,0.158323385,0.00309533
-46.60010540357101,-1.6214590759279943,4.58627E-5,6.992197415,0.078592963
-66.461856337233,17.988763578158,1.2869E-3,65.094337688,0.705310628
-57.891928525965,-26.271230474375997,8.72247E-7,0.047249763,0.0016196
-59.832289539837,-15.554329133869999,1.34271E-5,2.197524486,0.024363636
-62.428420711175,-19.614714218453997,4.73825E-6,0.678027111,0.00873535
-44.659744389699,-14.826693753667996,1.11701E-5,1.789568975,0.020351724
-72.80396224368499,-2.6455384999160003,2.51941E-5,4.103698129,0.044759443
-52.025929720139004,-23.702048761564,4.31095E-5,6.592616614,0.074225142
-87.401585611935,14.099058397572009,1.16016E-3,53.972638243,0.683314193
-58.314136709539,-32.604353227985996,1.90092E-5,3.085171549,0.034146637
-68.501032032367,-25.426814107227997,1.14449E-6,0.080797114,0.002124038
-67.701531429429,-28.795496422977997,1.11236E-6,0.076847898,0.00206453
-40.904786501743004,-10.011723830355997,1.2143E-5,1.97071175,0.022085051
-52.49305366792301,0.3099187851020062,2.29092E-6,0.25852067,0.00424264
-55.789870760937,-1.8280715912939982,1.6839E-5,2.768267619,0.030366519
-71.74395020832901,-51.271344833662,1.38497E-6,0.112449199,0.002569185
-67.11762649469901,-13.766681718312,2.44075E-6,0.286280372,0.004518865
-66.87508136796501,-6.966435016917998,1.07594E-6,0.071160594,0.001997059
-65.356928537667,2.7713026638100047,8.60075E-7,0.046035019,0.001597035
-65.473709524613,-20.207602306025997,4.70705E-5,7.169203862,0.080496028
-52.421188445187,0.9207731783580044,3.50987E-6,0.476788398,0.006485403
-75.534840707653,-10.011723830355997,2.94709E-5,4.652595756,0.051962697
-73.59447969378101,-13.146844172213996,7.22068E-5,10.311087499,0.118392838
-71.87869750095899,-17.018583047115996,7.30899E-5,10.420115221,0.119667495
-58.134473652699,-33.790129403129995,7.32773E-6,1.129070923,0.013445061
-73.19023781589101,2.1245156591860024,1.27227E-5,2.070507034,0.023115068
-102.02615843871101,24.789010279552002,4.57346E-6,0.657003241,0.008434108
-60.155683042149,-29.100923619605997,1.12489E-5,1.804160114,0.020492351
-48.567415875969004,-11.24241576971,6.80503E-6,1.040224293,0.012497985
-79.415562735397,9.03256019468401,2.29975E-3,95.116003201,0.810503063
-65.338962231983,-42.288191991661996,2.18987E-6,0.240845494,0.004056254
-53.436284716333006,-20.162686541816,2.17019E-6,0.237354608,0.004019956
-38.551200457139004,-11.15258424129,2.65035E-4,26.67450924,0.330171596
-98.334082620649,21.32151328254001,5.3381E-4,38.619384046,0.498191929
-66.363041655971,8.69120038668801,6.39332E-6,0.956434576,0.011750736
-89.270081403071,18.31215708047,8.16694E-6,1.270763792,0.014961831
-56.679202892295,0.3458513964700032,1.02693E-6,0.065593718,0.001906265
-47.210959796827,-15.635177509447999,3.28657E-5,5.207881213,0.057603428
-69.920370181403,-17.39587546648,8.73353E-6,1.375526774,0.015983226
-69.192734801201,0.696194357308002,1.2001E-6,0.087572982,0.002227005
-65.581507358717,-43.402102944069995,3.20698E-6,0.42009316,0.005929066
-59.670592788681,0.022457894158002034,2.20988E-6,0.245024308,0.004093169
-54.244768472113,-32.613336380828,3.86641E-6,0.539527895,0.007139509
-72.112259474851,-46.079082490985996,4.05428E-6,0.568931752,0.007483832
-56.248011555879,-16.272981361229995,6.26745E-6,0.939954889,0.011522065
-106.580616929605,24.29493687324201,9.02938E-6,1.426115343,0.016515723
-67.081693883331,-30.277716641907997,7.26217E-7,0.03331511,0.001348814
-116.731579641065,32.02044831736201,3.07975E-5,4.848453541,0.054174873
-70.09105008540101,-18.958944060987996,9.38039E-7,0.055297758,0.00174155
-74.322115073983,-5.385400116725997,1.52432E-5,2.487116498,0.027568152
-72.58836657547701,-4.693697347891998,2.97897E-6,0.378331851,0.005509836
-64.63827631030699,-17.782151038685996,2.19478E-5,3.567694962,0.039218235
-72.040394252115,1.010604706778004,2.4002E-6,0.278032995,0.004444123
-62.760797366329,-38.883577064544,8.58527E-6,1.349546653,0.015716157
-52.933228157181006,-17.279094479533995,5.17058E-6,0.754690347,0.009524779
-53.867476052749,-21.851519276112,7.63844E-6,1.194860458,0.014007177
-52.304407458241,-25.363932037334,7.02621E-5,10.075823088,0.115572736
-42.29717519225299,-6.1938838725059995,2.02175E-5,3.277751366,0.036238424
-68.662728783523,-16.820953684592,7.72489E-5,10.946653943,0.125621481
-70.432409893397,4.801495206102004,4.67066E-6,0.666729974,0.008611813
-72.130225780535,-2.7982520982299945,2.09559E-5,3.384935691,0.037512225
-102.816675888807,26.783270210476005,2.35165E-6,0.268055779,0.004354619
-66.363041655971,-13.829563788205995,2.67764E-6,0.329510522,0.004955272
