x,y,raw,cumulative,Logistic
-55.7825955955575,3.378003282912502,2.59201E-6,0.281352833,0.01625719
-88.9807937937225,13.332958237857497,7.01691E-5,8.351037959,0.3090945
-71.05286586581249,-11.847221942297502,3.57266E-6,0.368152171,0.022270841
-59.8816946946525,-8.198573293652501,1.94979E-6,0.048871687,0.012278571
-74.8366496495925,-8.784158879237502,1.5283E-4,49.762303418,0.493515367
-64.5663793793325,-25.2256003206625,1.11449E-4,31.704825119,0.415397708
-55.4672802802425,-26.8021768972375,7.98928E-5,14.466156488,0.337472466
-102.7645775774925,29.0536789585625,6.81444E-5,7.043745793,0.302876836
-54.8366496496125,-32.3877624828175,1.80952E-4,57.178381517,0.5356808
-52.629442442407495,-10.991366086442497,3.51907E-4,84.75668738,0.691704856
-87.1339469468775,21.080705985597504,8.62742E-5,18.410455865,0.354862304
-70.8726856856325,-2.162537257622496,2.1821E-6,0.16108093,0.01372147
-74.7916046045475,0.8104357153475021,3.39678E-5,2.561801225,0.178015529
-63.7555685685225,-7.6129877080675,5.28577E-5,3.915517164,0.252058841
-54.4312442442075,-5.135510230592502,3.3696E-6,0.356656612,0.021031645
-76.6834964964375,-7.658032753112501,6.44198E-5,5.485252273,0.291142293
-69.20601901896751,1.8014267063375016,1.77692E-6,0.011785011,0.011202142
-61.9537667667225,-13.018393113467496,7.54899E-5,11.748626504,0.324916954
-53.9807937937575,-0.676050771137497,2.73791E-6,0.298467703,0.01715655
-76.36818118112251,-12.2526273477025,5.38253E-5,3.990241084,0.25549435
-61.2330460460025,-21.712086807152502,6.96864E-5,7.994533976,0.307622268
-50.6925055054725,-2.0274021224875014,1.05138E-4,28.620276598,0.401314695
-73.44025325319751,-3.108483203567502,2.38836E-6,0.237099152,0.014999045
-56.7735865865475,-19.640014735082502,8.14551E-5,15.426135685,0.341815938
-69.5213343342825,9.864489769392506,2.36802E-4,71.004274757,0.601558167
-55.0618748748375,-29.955330050387502,1.67044E-4,53.871791995,0.515742461
-105.28710010001251,25.9906158955025,2.43162E-4,72.346405086,0.607892923
-50.9627757757425,0.2698951748075018,7.83537E-5,13.516813482,0.333136874
-58.7555685685275,-36.9373120323625,1.84072E-4,58.254210637,0.539930211
-46.9537667667375,-4.3246994197824975,1.22604E-4,37.174993623,0.438734207
-49.656469469437496,-9.594969690047499,8.05761E-5,14.87540339,0.339379137
-72.8546676676125,0.7203456252575009,1.95416E-6,0.050043539,0.012305767
-60.7825955955525,-0.04542014050750254,1.10378E-4,31.061270638,0.413053642
-69.4312442441925,-27.0724471675075,1.18598E-5,0.75165713,0.07029863
-72.5393523522975,-14.189564284637498,2.0761E-4,64.979861455,0.569644012
-41.052865865842506,-11.2165913116675,1.15024E-4,33.459796318,0.423085062
-115.1069199198225,32.65728256216251,1.09624E-5,0.701372665,0.065326654
-69.11592892887751,-51.847221942257505,5.48377E-5,4.07735833,0.259054904
-67.98980280275251,-32.297672392727506,8.64568E-5,18.531364648,0.355346558
-54.8816946946575,-8.1084832035625,1.72257E-4,55.075812769,0.523413167
-51.0979109108775,-1.5769516720375023,3.29529E-6,0.349994369,0.020577379
-68.8456586586075,-20.0003750954425,2.90363E-5,2.143901547,0.156207998
-65.78259559554749,-40.9463210413675,4.96116E-5,3.659775802,0.240299397
-79.5213343342725,-1.261636356722498,9.06741E-5,20.992921985,0.366330406
-49.476289289257494,-10.811185906262502,9.72801E-5,24.732167401,0.382802483
-64.1609739739275,-21.5319066269725,6.11354E-5,4.724101756,0.280461692
-47.494307307277495,-5.991366086447499,7.33257E-5,10.446200915,0.318569484
-42.269082082057494,-18.4688435639125,8.06963E-5,14.972158629,0.339713533
-70.06187487482251,-41.486861581907505,4.71077E-5,3.491306536,0.230972515
-71.8636766766225,-7.432807527887498,1.67785E-5,1.097970703,0.096636523
-43.124937937912506,-11.892266987342502,1.82664E-4,57.924196508,0.538022257
-72.5393523522975,5.179805084712498,7.15946E-5,9.252032507,0.313405769
-61.9537667667225,-28.5138886089475,1.99206E-4,62.546178521,0.559486004
-68.6204334333825,-34.0093841044375,7.58724E-5,12.013460191,0.326026639
-105.19701000992251,24.729354634242497,1.99614E-4,62.705793264,0.559990508
-79.5213343342725,0.22485012976250118,1.2538E-4,38.627417521,0.444254069
-64.5213343342875,-54.7751498701825,1.18758E-4,35.351249975,0.430901119
-64.83664964960249,-4.189564284647503,2.01092E-6,0.074654487,0.012658686
-50.287100100067505,-14.640014735087497,1.24595E-4,38.202353309,0.442704154
-106.8636766765875,27.9725978774825,2.63891E-4,75.555677421,0.627211643
-75.0618748748175,-7.1174922125725,6.44589E-5,5.517472909,0.291267528
-66.0528658658175,-13.2886633837375,3.87746E-4,87.885825808,0.711993722
-68.07989289284251,-40.1805552756025,6.51721E-5,5.789717804,0.29354412
-71.4132262261725,3.468093373002503,1.21106E-4,36.419298713,0.435708688
-76.14295595589749,-12.838212933287501,1.08833E-5,0.698087245,0.064885953
-115.64746046036251,32.61223751711751,2.41335E-5,1.721478657,0.133349391
-71.09791091085751,-48.3787534737925,2.8058E-5,2.06383555,0.151743545
-50.1519649649325,-12.162537257612499,1.53196E-4,49.945893818,0.494114109
-89.5213343342625,17.522147427042498,4.5226E-6,0.422427137,0.028026503
-52.49430730727249,-2.2526273477124974,4.01136E-5,3.027598806,0.203664183
-67.85466766761749,7.2518771567824984,2.77422E-4,77.396200538,0.638826634
-77.40421721715751,2.2518771567875007,3.53329E-5,2.672838409,0.183854253
-65.7375505505025,-19.4598345549025,4.94386E-5,3.644900056,0.239662079
