x,y,raw,cumulative,Logistic
-117.11142442432501,32.769895174775,6.38019E-5,10.144186328,0.331385946
-116.660973973875,32.769895174775,3.41838E-5,1.950748788,0.209829118
-116.21052352342501,32.769895174775,8.93573E-6,0.117895959,0.064909533
-115.760073072975,32.769895174775,3.08002E-6,0.029053571,0.023367337
-115.309622622525,32.769895174775,4.07276E-6,0.039949333,0.030668061
-114.859172172075,32.769895174775,8.49115E-6,0.110887054,0.061879899
-117.11142442432501,32.319444724324995,1.62246E-4,61.412464509,0.557595551
-116.660973973875,32.319444724324995,4.40324E-5,3.812008285,0.254874677
-116.21052352342501,32.319444724324995,2.63252E-5,1.08222125,0.169780987
-115.760073072975,32.319444724324995,5.89647E-6,0.064867748,0.043799193
-115.309622622525,32.319444724324995,7.68283E-6,0.096452316,0.056321016
-114.859172172075,32.319444724324995,5.64356E-6,0.060823644,0.041999475
-114.408721721625,32.319444724324995,2.33175E-6,0.02019342,0.017791439
-113.95827127117501,32.319444724324995,5.61488E-6,0.059134528,0.041794917
-113.507820820725,32.319444724324995,7.32438E-6,0.091179433,0.053834738
-116.660973973875,31.86899427387499,1.42427E-4,51.641872978,0.525259043
-116.21052352342501,31.86899427387499,1.40062E-5,0.295916852,0.098127237
-115.760073072975,31.86899427387499,1.29601E-5,0.259593372,0.091469008
-115.309622622525,31.86899427387499,2.19054E-6,0.017709654,0.016732037
-114.859172172075,31.86899427387499,2.96681E-5,1.42519833,0.187302688
-114.408721721625,31.86899427387499,3.32097E-6,0.031666337,0.025149385
-113.95827127117501,31.86899427387499,5.71468E-6,0.061960935,0.042506266
-113.507820820725,31.86899427387499,3.80566E-6,0.035996314,0.028714527
-113.05737037027501,31.86899427387499,7.84579E-6,0.101891267,0.057446989
-112.606919919825,31.86899427387499,7.91993E-6,0.104263071,0.057958413
-112.156469469375,31.86899427387499,6.44954E-6,0.076035874,0.047711412
-108.102415415325,31.86899427387499,5.05819E-6,0.048428396,0.037807809
-107.651964964875,31.86899427387499,3.49647E-6,0.03236418,0.026443325
-107.201514514425,31.86899427387499,5.07511E-6,0.048935907,0.037929476
-106.75106406397501,31.86899427387499,6.31186E-6,0.072835868,0.046740499
-106.300613613525,31.86899427387499,2.48711E-5,0.913412203,0.161921306
-116.660973973875,31.418543823424997,1.82068E-4,70.40679831,0.585810445
-116.21052352342501,31.418543823424997,3.24293E-5,1.724273122,0.201227044
-115.760073072975,31.418543823424997,9.54276E-6,0.137465055,0.069014737
-115.309622622525,31.418543823424997,6.29648E-6,0.072204682,0.046631915
-114.859172172075,31.418543823424997,2.45605E-5,0.888661523,0.160223611
-114.408721721625,31.418543823424997,1.03171E-5,0.164355349,0.074199178
-113.95827127117501,31.418543823424997,3.33862E-5,1.859325238,0.205941538
-113.507820820725,31.418543823424997,1.30218E-5,0.262194015,0.091864588
-113.05737037027501,31.418543823424997,6.62854E-6,0.078014709,0.048970724
-112.606919919825,31.418543823424997,9.44816E-6,0.131762151,0.068377341
-112.156469469375,31.418543823424997,1.59884E-5,0.37505253,0.110480426
-111.706019018925,31.418543823424997,1.50395E-5,0.339336739,0.104609161
-111.255568568475,31.418543823424997,6.03116E-5,8.859349295,0.319041168
-110.805118118025,31.418543823424997,1.31948E-4,46.413653723,0.506175012
-110.354667667575,31.418543823424997,9.3671E-5,23.610291619,0.421183349
-109.90421721712501,31.418543823424997,6.0141E-5,8.787051312,0.318425856
-109.453766766675,31.418543823424997,2.91279E-5,1.363425115,0.184521165
-109.00331631622501,31.418543823424997,5.744E-5,7.888087667,0.308537393
-108.552865865775,31.418543823424997,1.46381E-5,0.324506091,0.102102479
-108.102415415325,31.418543823424997,5.01009E-6,0.047419213,0.037461801
-107.651964964875,31.418543823424997,5.30427E-6,0.0531213,0.039574405
-107.201514514425,31.418543823424997,6.83058E-6,0.083432365,0.050388159
-106.75106406397501,31.418543823424997,6.53676E-6,0.076689549,0.048325415
-106.300613613525,31.418543823424997,1.04448E-5,0.168524067,0.075048879
-105.85016316307501,31.418543823424997,2.95423E-5,1.404476113,0.18665649
-116.21052352342501,30.96809337297499,6.98367E-5,12.577894636,0.351706491
-115.760073072975,30.96809337297499,4.03505E-5,2.947301801,0.238648573
-115.309622622525,30.96809337297499,3.23333E-5,1.695111889,0.200750678
-114.859172172075,30.96809337297499,7.80506E-6,0.101106688,0.057165841
-113.05737037027501,30.96809337297499,6.82128E-6,0.082749307,0.050323038
-112.606919919825,30.96809337297499,5.30003E-6,0.052590873,0.039544007
-112.156469469375,30.96809337297499,1.18997E-5,0.228501863,0.084617895
-111.706019018925,30.96809337297499,2.62596E-5,1.071707212,0.16942985
-111.255568568475,30.96809337297499,6.04031E-5,8.913672294,0.319370544
-110.805118118025,30.96809337297499,1.31015E-4,45.887697125,0.504401064
-110.354667667575,30.96809337297499,1.0918E-4,32.667693726,0.458916542
-109.90421721712501,30.96809337297499,9.7076E-5,25.422067333,0.429911358
-109.453766766675,30.96809337297499,4.67231E-5,4.506421437,0.266301692
-109.00331631622501,30.96809337297499,8.652E-5,20.091151836,0.401953746
-108.552865865775,30.96809337297499,9.85563E-6,0.148156112,0.071116509
-108.102415415325,30.96809337297499,6.42048E-6,0.075390919,0.047506652
-107.651964964875,30.96809337297499,1.07276E-5,0.181237336,0.076924711
-107.201514514425,30.96809337297499,5.35095E-6,0.054187501,0.039908752
-106.75106406397501,30.96809337297499,9.76115E-6,0.145211937,0.070482838
-106.300613613525,30.96809337297499,9.02064E-6,0.119700016,0.06548592
-105.85016316307501,30.96809337297499,1.69375E-5,0.418103471,0.116276207
-105.399712712625,30.96809337297499,2.73265E-5,1.165584311,0.175108081
-104.94926226217501,30.96809337297499,3.67894E-5,2.314668263,0.222268165
-116.21052352342501,30.517642922525,1.55157E-4,58.032551203,0.546547302
-115.760073072975,30.517642922525,9.6589E-5,25.141235104,0.428679387
-115.309622622525,30.517642922525,2.57419E-5,1.011953429,0.166646108
-114.859172172075,30.517642922525,6.00894E-6,0.067245953,0.044597383
-114.408721721625,30.517642922525,5.22821E-5,6.106417498,0.288834312
-113.05737037027501,30.517642922525,6.40639E-6,0.074748871,0.047407334
-112.606919919825,30.517642922525,5.90132E-6,0.06545788,0.043833655
-112.156469469375,30.517642922525,9.88657E-6,0.15013116,0.071323878
-111.706019018925,30.517642922525,1.21172E-5,0.234515645,0.086031381
-111.255568568475,30.517642922525,2.16737E-5,0.645596868,0.144104966
-110.805118118025,30.517642922525,1.10134E-4,33.270718971,0.461076683
-110.354667667575,30.517642922525,1.24082E-4,41.900273476,0.49080926
-109.90421721712501,30.517642922525,1.1262E-4,34.764205875,0.466627624
-109.453766766675,30.517642922525,1.21125E-4,40.037600581,0.484784081
-109.00331631622501,30.517642922525,9.47602E-5,24.269835008,0.424004268
-108.552865865775,30.517642922525,6.98817E-5,12.605838458,0.35185336
-108.102415415325,30.517642922525,1.62658E-5,0.384753194,0.112182206
-107.651964964875,30.517642922525,1.02367E-5,0.16024355,0.073663634
-107.201514514425,30.517642922525,5.27875E-6,0.051532257,0.039391495
-106.75106406397501,30.517642922525,4.80219E-6,0.044458439,0.035963127
-106.300613613525,30.517642922525,7.67923E-6,0.095684033,0.056296119
-105.85016316307501,30.517642922525,1.32148E-5,0.271379333,0.093098763
-105.399712712625,30.517642922525,1.11657E-5,0.204207341,0.079815243
-104.94926226217501,30.517642922525,1.07977E-5,0.187706181,0.077388362
-115.760073072975,30.067192472074993,2.11265E-4,82.191895903,0.621379165
-115.309622622525,30.067192472074993,2.44892E-5,0.886205469,0.15983242
-114.859172172075,30.067192472074993,1.05119E-5,0.171669101,0.075494499
-114.408721721625,30.067192472074993,6.78055E-6,0.081388039,0.050037588
-113.05737037027501,30.067192472074993,2.95518E-5,1.410385763,0.186705272
-112.606919919825,30.067192472074993,1.88921E-5,0.501895353,0.127977397
-112.156469469375,30.067192472074993,1.52895E-5,0.346927882,0.106163749
-111.706019018925,30.067192472074993,2.85538E-5,1.299966093,0.181544952
-111.255568568475,30.067192472074993,3.52958E-5,2.145298893,0.215186205
-110.805118118025,30.067192472074993,5.49449E-5,7.028496423,0.299144398
-110.354667667575,30.067192472074993,1.33554E-4,47.104111999,0.509198364
-109.90421721712501,30.067192472074993,1.32491E-4,46.625255922,0.507201738
-109.453766766675,30.067192472074993,1.34348E-4,47.573165761,0.51068005
-109.00331631622501,30.067192472074993,9.73303E-5,25.558135302,0.430552676
-108.552865865775,30.067192472074993,5.94671E-5,8.553802814,0.315985221
-108.102415415325,30.067192472074993,7.03175E-5,12.780955275,0.353272368
-107.651964964875,30.067192472074993,2.23713E-5,0.702843463,0.148056488
-107.201514514425,30.067192472074993,8.30854E-6,0.108360655,0.060629793
-106.75106406397501,30.067192472074993,1.07846E-5,0.185547503,0.077301846
-106.300613613525,30.067192472074993,1.97362E-5,0.550146531,0.132935385
-105.85016316307501,30.067192472074993,1.4346E-5,0.314375672,0.100269384
-105.399712712625,30.067192472074993,1.65375E-5,0.394609927,0.113842764
-104.94926226217501,30.067192472074993,3.25707E-5,1.747050847,0.201926888
-104.498811811725,30.067192472074993,3.10851E-5,1.54626052,0.194508143
-102.246559559475,30.067192472074993,6.86967E-5,12.141639294,0.347962848
-115.760073072975,29.616742021625,2.24393E-4,86.260315644,0.635454792
-115.309622622525,29.616742021625,4.96243E-5,5.326946598,0.278236413
-114.859172172075,29.616742021625,3.50243E-5,2.089038793,0.213884955
-114.408721721625,29.616742021625,1.44947E-5,0.321587548,0.101203744
-113.95827127117501,29.616742021625,1.25833E-5,0.250619907,0.089046394
-113.507820820725,29.616742021625,3.63021E-5,2.274459217,0.219971713
-112.606919919825,29.616742021625,1.96115E-5,0.544236025,0.132206455
-112.156469469375,29.616742021625,1.22622E-5,0.239411929,0.086971628
-111.706019018925,29.616742021625,1.55374E-5,0.360831068,0.107699602
-111.255568568475,29.616742021625,4.25777E-5,3.435794396,0.248546948
-110.805118118025,29.616742021625,4.75999E-5,4.742367528,0.269950237
-110.354667667575,29.616742021625,9.8691E-5,26.401034749,0.433959818
-109.90421721712501,29.616742021625,1.31253E-4,46.045065622,0.504854851
-109.453766766675,29.616742021625,5.14848E-5,5.873239917,0.285687801
-109.00331631622501,29.616742021625,1.13792E-4,35.601901019,0.46920651
-108.552865865775,29.616742021625,6.25051E-5,9.620156406,0.326851778
-108.102415415325,29.616742021625,4.83397E-5,4.905531284,0.273000452
-107.651964964875,29.616742021625,5.72813E-5,7.836460322,0.307947511
-107.201514514425,29.616742021625,5.35928E-5,6.593879767,0.29394669
-106.75106406397501,29.616742021625,6.44385E-5,10.432748443,0.33358929
-106.300613613525,29.616742021625,3.29649E-5,1.792909297,0.203872564
-105.85016316307501,29.616742021625,2.35421E-5,0.792643023,0.154607134
-105.399712712625,29.616742021625,4.19924E-5,3.334341496,0.245970812
-104.94926226217501,29.616742021625,5.09072E-5,5.683846601,0.283390964
-104.498811811725,29.616742021625,1.93802E-5,0.530582981,0.130850842
-104.048361361275,29.616742021625,1.92034E-5,0.520920595,0.129812583
-102.69701000992501,29.616742021625,7.69155E-5,15.697649043,0.374022473
-102.246559559475,29.616742021625,5.57146E-5,7.28834681,0.302068935
-101.796109109025,29.616742021625,7.16167E-5,13.277626142,0.357466239
-101.345658658575,29.616742021625,1.47351E-4,54.220020413,0.533725633
-100.89520820812501,29.616742021625,1.9157E-4,74.342193179,0.59809854
-114.859172172075,29.166291571174995,1.42497E-4,51.713114701,0.525381733
-114.408721721625,29.166291571174995,5.07753E-5,5.617749753,0.282864357
