x,y,raw,cumulative,Logistic
-117.11142442432501,32.769895174775,6.35287E-5,8.062627344,0.334865919
-116.660973973875,32.769895174775,4.12117E-5,1.928626516,0.246191487
-116.21052352342501,32.769895174775,9.58963E-6,0.136383037,0.070628931
-115.760073072975,32.769895174775,2.76756E-6,0.025035255,0.021461788
-115.309622622525,32.769895174775,3.94921E-6,0.036607895,0.030347174
-114.859172172075,32.769895174775,8.68238E-6,0.113552501,0.064377065
-117.11142442432501,32.319444724324995,1.78487E-4,67.270231417,0.585832994
-116.660973973875,32.319444724324995,5.11542E-5,3.88226194,0.288453686
-116.21052352342501,32.319444724324995,2.50779E-5,0.609376937,0.165789718
-115.760073072975,32.319444724324995,6.32908E-6,0.070687126,0.047761471
-115.309622622525,32.319444724324995,7.87554E-6,0.095207406,0.058746042
-114.859172172075,32.319444724324995,5.91125E-6,0.065239481,0.044749455
-114.408721721625,32.319444724324995,2.3717E-6,0.020428754,0.018448655
-113.95827127117501,32.319444724324995,5.72139E-6,0.061753724,0.043374569
-113.507820820725,32.319444724324995,8.97748E-6,0.121520684,0.066419815
-116.660973973875,31.86899427387499,1.44114E-4,52.745027053,0.533164612
-116.21052352342501,31.86899427387499,1.50447E-5,0.264139339,0.106526476
-115.760073072975,31.86899427387499,1.18536E-5,0.182572946,0.085871446
-115.309622622525,31.86899427387499,1.88474E-6,0.015496429,0.014716457
-114.859172172075,31.86899427387499,3.47041E-5,1.262523415,0.21570152
-114.408721721625,31.86899427387499,3.25053E-6,0.030495673,0.025113069
-113.95827127117501,31.86899427387499,5.6307E-6,0.061181585,0.042716389
-113.507820820725,31.86899427387499,4.59112E-6,0.044789534,0.035106643
-113.05737037027501,31.86899427387499,1.10955E-5,0.168852337,0.080823214
-112.606919919825,31.86899427387499,9.49056E-6,0.133508534,0.069950278
-112.156469469375,31.86899427387499,6.06147E-6,0.069428765,0.045834529
-108.102415415325,31.86899427387499,4.25931E-6,0.039074771,0.03265228
-107.651964964875,31.86899427387499,3.32919E-6,0.03181243,0.025705161
-107.201514514425,31.86899427387499,4.31689E-6,0.040361617,0.033079072
-106.75106406397501,31.86899427387499,5.54195E-6,0.060618515,0.042071434
-106.300613613525,31.86899427387499,2.78137E-5,0.73655967,0.180609662
-116.660973973875,31.418543823424997,1.83472E-4,69.965516865,0.59250077
-116.21052352342501,31.418543823424997,3.18513E-5,0.992625851,0.201543871
-115.760073072975,31.418543823424997,8.99576E-6,0.122420259,0.066546016
-115.309622622525,31.418543823424997,6.62604E-6,0.07391876,0.049890629
-114.859172172075,31.418543823424997,2.64677E-5,0.665777711,0.173384595
-114.408721721625,31.418543823424997,8.46564E-6,0.108402809,0.062871057
-113.95827127117501,31.418543823424997,3.45245E-5,1.252131199,0.214825245
-113.507820820725,31.418543823424997,1.67316E-5,0.318459714,0.117072177
-113.05737037027501,31.418543823424997,1.04627E-5,0.15044159,0.076566849
-112.606919919825,31.418543823424997,1.2456E-5,0.20087549,0.089843715
-112.156469469375,31.418543823424997,1.56279E-5,0.27952062,0.110200693
-111.706019018925,31.418543823424997,1.22552E-5,0.192209707,0.08852348
-111.255568568475,31.418543823424997,5.35804E-5,4.527391162,0.298057055
-110.805118118025,31.418543823424997,1.28872E-4,46.420083173,0.505266831
-110.354667667575,31.418543823424997,1.02356E-4,34.999473202,0.447867428
-109.90421721712501,31.418543823424997,6.27201E-5,7.645704125,0.332018535
-109.453766766675,31.418543823424997,3.27909E-5,1.073258944,0.20626285
-109.00331631622501,31.418543823424997,4.99466E-5,3.533087854,0.283574962
-108.552865865775,31.418543823424997,1.19315E-5,0.186141322,0.086387281
-108.102415415325,31.418543823424997,4.49344E-6,0.043872482,0.034385394
-107.651964964875,31.418543823424997,5.03829E-6,0.051022905,0.038394734
-107.201514514425,31.418543823424997,6.75713E-6,0.075934044,0.05082748
-106.75106406397501,31.418543823424997,6.48912E-6,0.073256157,0.048910147
-106.300613613525,31.418543823424997,9.03155E-6,0.123323415,0.066793138
-105.85016316307501,31.418543823424997,2.42755E-5,0.572316936,0.161341008
-116.21052352342501,30.96809337297499,8.30227E-5,21.959610191,0.396843033
-115.760073072975,30.96809337297499,4.0028E-5,1.778039423,0.240823142
-115.309622622525,30.96809337297499,2.77657E-5,0.731000099,0.180354063
-114.859172172075,30.96809337297499,6.84515E-6,0.077973131,0.051455571
-113.05737037027501,30.96809337297499,9.21518E-6,0.126981723,0.068058712
-112.606919919825,30.96809337297499,5.94086E-6,0.066426127,0.044963556
-112.156469469375,30.96809337297499,1.01933E-5,0.146312809,0.074742438
-111.706019018925,30.96809337297499,2.26792E-5,0.518413391,0.152348267
-111.255568568475,30.96809337297499,5.29948E-5,4.324696074,0.295762898
-110.805118118025,30.96809337297499,1.14633E-4,40.745170748,0.47601479
-110.354667667575,30.96809337297499,9.82167E-5,32.732229832,0.43768195
-109.90421721712501,30.96809337297499,8.62732E-5,24.652074663,0.406070955
-109.453766766675,30.96809337297499,4.79475E-5,3.093142724,0.275350269
-109.00331631622501,30.96809337297499,7.39766E-5,14.608814982,0.369583862
-108.552865865775,30.96809337297499,8.49637E-6,0.11095131,0.063084845
-108.102415415325,30.96809337297499,5.9256E-6,0.065832041,0.044853238
-107.651964964875,30.96809337297499,9.77404E-6,0.139303813,0.071889469
-107.201514514425,30.96809337297499,5.29942E-6,0.05568113,0.040304455
-106.75106406397501,30.96809337297499,9.84573E-6,0.140288386,0.072378599
-106.300613613525,30.96809337297499,7.61892E-6,0.090541674,0.05694083
