class,feature,LAI_k,LAI_m,LAI_s,LAI_v,CLD_k,CLD_m,CLD_s,CLD_v,LST_k,LST_m,LST_s,LST_v,POP
1,266,-9999.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.411403000354767,0.194070041179657,0.386088490486145,0.011280113831162,-0.818560242652893,42.218120574951172,-0.377786964178085,115.558326721191406,0.004602253437042
1,578,-9999.000000000000000,1.648120284080505,0.486527264118195,0.348361134529114,-0.556187212467194,0.181398361921310,0.389281570911407,0.011269396170974,-0.786321699619293,42.541820526123047,-0.463087409734726,128.622116088867188,0.004241234157234
1,878,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.145729035139084,0.268377184867859,0.538211166858673,0.015291554853320,-0.939779996871948,44.556694030761719,-0.373047590255737,127.010803222656250,0.006149567198008
1,1685,-9999.000000000000000,5.784210681915283,1.159680008888245,7.149675369262695,-0.459717959165573,0.516992747783661,0.323170989751816,0.023944778367877,-0.605402767658234,25.874019622802734,-0.158505618572235,36.541767120361328,2.904906034469604
1,4017,-9999.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.353063821792603,0.199148461222649,0.445809364318848,0.011572631075978,-0.840198874473572,42.191833496093750,-0.367184072732925,116.346763610839844,0.005173976533115
1,4151,-9999.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.066114157438278,0.309221416711807,0.585628807544708,0.026170667260885,-0.820263803005219,42.855236053466797,-0.386947929859161,114.077415466308594,0.002369082765654
1,5533,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.394696325063705,0.199903056025505,0.562334537506104,0.015763161703944,-0.969917356967926,39.565116882324219,-0.283410489559174,112.462493896484375,0.008018814958632
1,6935,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.197225183248520,0.180989801883698,0.595566630363464,0.013089615851641,-0.817864596843719,42.160491943359375,-0.406139016151428,125.571403503417969,0.004684539511800
1,8782,7.488897323608398,9.185714721679688,1.826978445053101,32.112125396728516,0.965628981590271,0.176993757486343,0.922832369804382,0.012111052870750,-0.982957422733307,35.770462036132812,-0.414307683706284,93.620773315429688,0.202491760253906
1,8797,-9999.000000000000000,4.803007602691650,1.827357769012451,14.870968818664551,-0.476449280977249,0.252578109502792,0.354811191558838,0.022597327828407,-0.809764087200165,35.394443511962891,-0.465660691261292,93.836677551269531,2.050373792648315
1,9171,-9999.000000000000000,1.813533782958984,1.079463481903076,0.381771713495255,0.657138645648956,0.195088520646095,0.662436783313751,0.013127790763974,-0.769836246967316,38.248680114746094,-0.506696701049805,108.925437927246094,0.001711685792543
1,341,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.649407029151917,0.232691496610641,0.574219822883606,0.013845687732100,-0.804700255393982,36.407180786132812,-0.369170218706131,135.069915771484375,0.029793940484524
1,735,9.565389633178711,2.209774494171143,2.585412740707397,0.992836773395538,0.316896855831146,0.251829504966736,0.539635479450226,0.016098221763968,-0.884604275226593,36.012851715087891,-0.252828687429428,138.125839233398438,0.003224553540349
1,920,6.237769126892090,4.214285850524902,2.038002729415894,10.720247268676758,0.091450974345207,0.226414680480957,0.635455369949341,0.019370300695300,-0.660173237323761,33.238933563232422,-0.336292326450348,78.471710205078125,0.027786582708359
1,1218,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.017991438508034,0.273594141006470,0.649592339992523,0.024482166394591,-0.637314975261688,38.085605621337891,-0.116857782006264,102.201759338378906,0.002768753096461
1,1999,-0.339187443256378,3.834586381912231,0.237209543585777,1.520006775856018,0.251258552074432,0.226546823978424,0.762447834014893,0.021322613582015,-0.843460023403168,33.035793304443359,-0.315345823764801,101.522377014160156,0.014585042372346
1,2344,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,-0.271474301815033,0.695204019546509,-0.142950683832169,0.009654527530074,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.004166878759861
1,2433,0.709855735301971,5.082706928253174,0.737199783325195,6.217219829559326,0.133788228034973,0.211728006601334,0.619418442249298,0.016800194978714,-0.599593698978424,36.974189758300781,-0.449025660753250,98.746963500976562,0.088191106915474
1,2585,8.194781303405762,1.899999976158142,1.962751269340515,0.661428570747375,0.099216468632221,0.217158362269402,0.430381596088409,0.013426864519715,-0.971478223800659,34.806629180908203,-0.316086798906326,144.836502075195312,0.038417294621468
