Name,SoilCover,VegCover,Impervious,MinTemp,MedianTemp,MaxTemp,TreeCover,PopDensity,FIPS,ISO2,ISO3,UN,name_2,AREA,POP2005,REGION,SUBREGION,LON,LAT
Aedes albopictus,44.000000000000000,28.000000000000000,25.000000000000000,23.750000000000000,30.250000000000000,33.250000000000000,1.000000000000000,23.252635955810547,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,33.000000000000000,35.000000000000000,28.000000000000000,22.000000000000000,26.750000000000000,30.250000000000000,4.000000000000000,12.377674102783203,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,40.000000000000000,31.000000000000000,28.000000000000000,23.000000000000000,30.000000000000000,33.750000000000000,0.000000000000000,32.668270111083984,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,40.000000000000000,31.000000000000000,28.000000000000000,23.000000000000000,30.000000000000000,33.750000000000000,0.000000000000000,32.668270111083984,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,33.000000000000000,37.000000000000000,26.000000000000000,22.250000000000000,26.750000000000000,31.000000000000000,2.000000000000000,12.942597389221191,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,21.000000000000000,51.000000000000000,25.000000000000000,22.250000000000000,27.000000000000000,30.000000000000000,10.000000000000000,0.061883106827736,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,40.000000000000000,29.000000000000000,29.000000000000000,23.000000000000000,29.500000000000000,33.250000000000000,4.000000000000000,23.682041168212891,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,31.000000000000000,39.000000000000000,29.000000000000000,23.750000000000000,28.250000000000000,32.750000000000000,2.000000000000000,9.153148651123047,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,40.000000000000000,25.000000000000000,32.000000000000000,25.000000000000000,30.000000000000000,34.750000000000000,0.000000000000000,37.623031616210938,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
Aedes albopictus,38.000000000000000,32.000000000000000,29.000000000000000,24.000000000000000,28.750000000000000,33.750000000000000,2.000000000000000,7.952088356018066,MX,MX,MEX,484,Mexico,190869,104266392,19,13,-102.535,23.951
