X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
-89.14,17.07,train,1.4412207778224034E-4,47.79372429115904,0.4886979146300439
-92.27,14.9,train,1.4036308387750773E-4,45.91478506120695,0.4820966011956616
-92.16527799999997,14.989166999999997,train,4.651831899127574E-5,5.763858207134788,0.23576666355724532
-88.56999999999998,15.719999999999997,train,1.3172752325629763E-4,41.562618400442794,0.4662660313139419
-99.56,24.86,train,3.001583534189317E-4,82.32587981432907,0.6656183457337964
-99.84,25.18,train,2.3439374398845204E-4,74.21681861899478,0.6085272111137618
-99.68,25.26,train,3.929206782722121E-4,89.39766355887656,0.7226672853500854
-100.19,25.78,train,2.9154850064613846E-4,81.39212282225738,0.6591097827412572
-100.18,26.5,train,2.447618407732175E-4,75.65193669611206,0.6187884334748793
-100.33,25.82,train,2.41629412676902E-4,75.33007916694054,0.6157454569778735
-100.87,26.12,train,8.701355543585622E-5,18.964840595994502,0.36590783489581397
-86.89,21.15,train,1.0978391952121177E-4,30.506070737669365,0.4213186169517406
-99.18,18.62,train,2.46902896540901E-4,76.02477434118096,0.6208407677167516
-98.12,26.02,train,2.0212817826522613E-4,68.72615049435728,0.572736613552657
-97.39,20.95,train,1.6762073933923867E-4,58.64909716502396,0.5264321302327405
-99.38027799999998,23.405277999999992,train,2.5698519942514946E-4,77.40998180865286,0.6302155760264125
-98.45166699999997,20.986110999999998,train,1.0487637208228723E-4,27.872328231146916,0.4102106820259122
-99.31083299999997,21.051943999999995,train,6.626774931999644E-5,11.57479788434228,0.3053025015974949
-99.04083299999998,21.701666999999993,train,5.8416290012383714E-5,9.101046146098453,0.2792304655525746
-95.16388899999998,17.448610999999996,train,1.5761557294240088E-4,53.8352477569213,0.5110687511350546
-98.21249999999999,21.016666999999995,train,1.8603749698709008E-4,64.38624879258555,0.5523255898010228
-96.66166699999997,18.599999999999998,train,7.371440069992191E-5,13.886698650917129,0.3283453001292159
-98.55694399999997,21.375832999999997,train,1.921634785716164E-4,66.29817474253414,0.560322181475976
-98.93805499999999,21.783610999999993,train,1.5989306295541858E-4,55.00143371237866,0.5146529252567429
-98.92111099999997,20.639721999999995,train,1.4559880110855038E-4,48.35375560939861,0.49124543359942074
-99.47444399999999,21.699166999999996,train,1.2590423358260587E-4,38.757444453021016,0.4550330295724091
-99.53888899999997,26.31055599999999,train,1.842399656193569E-4,63.78343086231298,0.5499236765271153
-98.63249999999998,22.494443999999998,train,1.5647261904034676E-4,53.18327258661652,0.5092500170331693
-95.31861099999998,17.342499999999998,train,1.0991945326489165E-4,30.580474184307842,0.42161945518421995
-98.67805499999997,20.499443999999993,train,6.84084496293767E-5,12.217378137639828,0.31208699669165957
-98.97138899999997,22.743332999999993,train,1.9701025186904747E-4,67.60386767042628,0.5664493456338209
-98.08833299999998,20.406110999999996,train,5.6923034265333555E-5,8.535694063485321,0.27404878710840835
-95.03722199999997,16.993055999999996,train,1.1561820531021804E-4,33.70276562498945,0.43399170387528074
-99.50805499999997,27.486388999999996,train,9.721318280617565E-5,23.94094183936373,0.3919863252386771
-96.33555499999999,18.299999999999997,train,1.9136877833417332E-4,66.05237849940539,0.5593009777441733
-98.20777799999998,23.76749999999999,train,3.2033044298272143E-4,83.7664410902997,0.6799357063522797
-98.37527799999997,22.213888999999995,train,1.893142302331802E-4,65.4821087805478,0.5566387294308889
-99.36138899999997,22.519999999999992,train,1.8958339982524223E-4,65.55279849342877,0.556989344299107
-100.23472199999998,25.678888999999995,train,3.1758763028078463E-4,83.51529096644852,0.6780614075525069
-97.81444399999998,25.673610999999994,train,2.1168676186267342E-4,70.5102195840422,0.5840036866041644
-99.51138899999998,21.150832999999995,train,7.204350193025904E-5,13.360718982328393,0.323308913522541
-99.61583299999997,24.231388999999993,train,1.782142109031681E-4,61.857473096929,0.5416804273478818
-96.12388899999999,18.086110999999995,train,1.802637960336949E-4,62.254377032502674,0.5445179415752035
-97.84722199999997,16.624999999999996,train,1.2796001504894108E-4,39.76665251411182,0.4590521859576143
-99.14611099999998,23.736110999999994,train,1.981044600754642E-4,67.89439753543017,0.5678090606029863
-96.63138899999998,18.551388999999997,train,3.1792472374224375E-5,2.5241545530808316,0.17412827819464616
-98.75416699999998,21.935277999999997,train,1.8424783848455052E-4,63.788351048894434,0.549934252671017
-99.27083299999997,18.559443999999996,train,2.201778976632526E-4,72.1766798864491,0.5935255281738991
-97.50416699999997,25.879721999999994,train,2.3452750184280822E-4,74.23828478736112,0.6086631063002265
-100.18027799999999,23.672221999999994,train,2.470486558167233E-4,76.03911900738537,0.6209796838652503
-99.35583299999998,23.58527799999999,train,6.980488580277062E-5,12.593011030282709,0.31644173991397834
-100.50249999999997,26.534166999999997,train,2.882995033662406E-4,81.01206842629875,0.6565873910333399
-101.51444399999997,27.877499999999994,train,2.361473806442181E-4,74.62049386226835,0.6103014105447525
-100.52305599999998,28.699999999999996,train,2.872614129941456E-4,80.92984057481603,0.655773571671804
-97.73916699999997,25.951110999999997,train,1.901206153918776E-4,65.70627064936527,0.5576874552088382
-98.48333299999999,24.214443999999993,train,2.60657395680535E-4,77.91167745236065,0.6335159411802826
-99.38194399999998,20.736943999999994,train,2.2611010636187698E-4,73.10715093974399,0.5999232509357814
-100.65527799999998,22.244999999999994,train,3.135597073723069E-4,83.25852766510175,0.6752687954133678
-95.78083299999999,17.162777999999996,train,4.4467749916987584E-5,5.2754519138365605,0.22774072330525086
-99.64388899999999,21.99666699999999,train,1.5871347422536964E-4,54.375017664777374,0.5128031459640945
-99.20194399999998,24.015277999999995,train,1.8640165283536817E-4,64.4809714705373,0.5528090658416811
-101.68083299999998,21.118610999999994,train,2.3470058701781358E-4,74.26952174791363,0.6088388172485639
-97.03999999999998,20.059999999999995,train,1.5478248049255244E-4,52.44971814779788,0.5065356360595703
-96.53472199999999,18.070832999999997,train,5.835697479489892E-5,9.079692985946098,0.27902604972040784
-99.29277799999997,22.373610999999997,train,1.8088121080449038E-4,62.5128854547377,0.5453658379204656
-93.11666699999999,16.752777999999996,train,1.817252886605585E-4,62.82330366371654,0.5465199160176993
-99.30722199999998,23.478610999999994,train,1.0514402605729241E-4,28.011804243741306,0.4108274836193799
-97.86861099999997,22.255277999999997,train,2.077143909413989E-4,69.8019831220884,0.5793942602766895
-100.62999999999998,28.949999999999992,train,3.5443982728326003E-4,87.01920737183839,0.7015441556731976
-99.40222199999997,25.904721999999992,train,3.538676470729041E-4,86.97780978422293,0.7012057656573812
-100.92999999999998,29.319999999999993,train,1.9419188321349453E-4,66.79868080130936,0.5629073867086221
-98.15833299999997,24.847499999999993,train,3.24076684187819E-4,84.36147848677899,0.6824607147878519
-99.81722199999999,24.09944399999999,train,3.3658062632417867E-4,85.62904333373623,0.6906075062250311
-97.12083299999998,15.920832999999996,train,1.2499541018782607E-4,38.25601429419716,0.4532371339255443
-86.89,12.43,train,1.4333915383641141E-4,47.507890450436555,0.48733690372951866
-87.53,13.02,train,1.215664677835668E-4,36.53345504288605,0.4463533972596819
-79.39,9.08,train,1.4891811137651362E-4,49.79653905713816,0.49687999560403256
-43.03,-22.08,test,1.1367424712219061E-4,32.56070985391558,0.42983120346039017
-43.45,-22.76,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-43.2,-22.9,test,3.0063956174168404E-4,82.35757700128246,0.6659747863859913
-43.57,-22.9,test,2.716653369125148E-4,79.31824314043813,0.6430654746728146
-43.2,-22.91,test,3.0063956174168404E-4,82.35757700128246,0.6659747863859913
-49.52,-20.82,test,1.8337610041574187E-4,63.44302321406936,0.5487601615165738
-45.46,-22.93,test,7.777356262387672E-5,15.456070788613767,0.3402736042141493
-43.93,-19.9,test,1.6831006798415075E-4,58.90556131781087,0.5274551499320067
-40.37,-20.24,test,1.400142889577899E-4,45.698446941671314,0.4814754166102873
-40.58,-19.94,test,1.1300369136704661E-4,32.201143330996004,0.42838184181689537
-46.6,-20.72,test,8.808470532282157E-5,19.510105807033423,0.3687512194026083
-43.25,-22.88,test,3.0063956174168404E-4,82.35757700128246,0.6659747863859913
-43.23,-22.79,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-48.45,-22.88,test,4.5993811981828256E-5,5.639039099660444,0.23372966042398777
-43.42,-22.8,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-43.4,-22.75,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-60.02,-3.12,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
-45.25,-22.84,test,5.672796664213461E-5,8.476035557955782,0.27336638474884284
-47.07,-22.8,test,1.845156815401675E-4,63.955740909608714,0.5502937682095582
-47.8,-24.89,test,2.8634450066500772E-5,1.9650555175949296,0.15959209712041605
-34.97,-8.1,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-34.95,-8.07,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-34.92,-8.03,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-48.86,-26.32,test,2.006618253245628E-5,0.9887843209733574,0.11744605327379165
-43.35,-22.93,test,3.0063956174168404E-4,82.35757700128246,0.6659747863859913
-40.31,-20.31,test,1.400142889577899E-4,45.698446941671314,0.4814754166102873
-48.53,-26.21,test,2.006618253245628E-5,0.9887843209733574,0.11744605327379165
-35.74,-9.66,test,9.040504554957877E-5,20.562962081451786,0.37482399079378115
-52.7,-3.42,test,1.2632608899497064E-4,38.92923514521779,0.4558626410620182
-60.05,-3.09,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
-45.55,-22.97,test,7.777356262387672E-5,15.456070788613767,0.3402736042141493
-48.54,-27.6,test,8.26910607854487E-6,0.19709658068947117,0.051988192333257174
-53.93,-27.46,test,5.1912346667595516E-5,7.190400121881441,0.25610353077347103
-49.1,-26.92,test,3.518136069068204E-6,0.04948972304031334,0.02279967427956185
-48.53,-25.52,test,1.518735229888225E-5,0.5987963327585059,0.09150350514806314
-45.43,-23.62,test,3.555569971076985E-5,3.2674206591137995,0.19080680471865424
-45.56,-23.04,test,7.777356262387672E-5,15.456070788613767,0.3402736042141493
-38.5,-12.97,test,8.713685109950805E-5,19.033817827551466,0.36623642907720827
-44.3,-2.51,test,9.967776761937047E-5,25.30367385446883,0.39796917709374324
-43.49,-22.75,test,1.6230995917574935E-4,56.06069694844341,0.5183994602306996
-43.45,-22.75,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-43.43,-22.6,test,1.3501606149424327E-4,43.0624151169852,0.4724073115479483
-52.89,-3.45,test,1.2632608899497064E-4,38.92923514521779,0.4558626410620182
-47.84,-24.5,test,3.783067480245535E-5,3.7802285911575075,0.20056666340812768
-51.85,-21.31,test,1.863224197584781E-4,64.46036169793342,0.5527039599714261
-51.49,-20.88,test,1.4620994462002408E-4,48.62307989584567,0.492292315447254
-48.95,-20.48,test,2.4066505004194163E-4,75.23272103428614,0.6147988288785271
-51.33,-20.38,test,1.2196389615134946E-4,36.7263068257797,0.4471601180977079
-49.2,-20.34,test,2.4066505004194163E-4,75.23272103428614,0.6147988288785271
-50.99,-20.21,test,1.0636158644052907E-4,28.6618524221142,0.4136171141155983
-49.37,-20.2,test,1.752499523098186E-4,61.0581993668866,0.5375134997020992
-48.05,-20.2,test,2.0310811605189573E-4,68.9843942886122,0.5739197042528073
-48.69,-20.18,test,2.3530700904526503E-4,74.47394600062036,0.6094531960381115
-50.84,-20.15,test,8.699077944836605E-5,18.952966567439056,0.365847097524164
-49.9,-20.06,test,1.0884430239349686E-4,30.016346916066695,0.41922435385887885
-50.73,-20.04,test,8.699077944836605E-5,18.952966567439056,0.365847097524164
-49.4,-20.03,test,1.651351583313498E-4,57.49143292962646,0.5227062550581822
-50.37,-19.99,test,7.78779545987503E-5,15.506018873013582,0.34057478615681447
-49.67,-19.98,test,1.651351583313498E-4,57.49143292962646,0.5227062550581822
-50.17,-19.98,test,1.0884430239349686E-4,30.016346916066695,0.41922435385887885
-50.3,-19.98,test,7.78779545987503E-5,15.506018873013582,0.34057478615681447
-50.53,-19.97,test,7.78779545987503E-5,15.506018873013582,0.34057478615681447
-55.06,-22.2,test,2.4198254597713426E-4,75.36280404715835,0.6160909334371057
-38.55,-3.76,test,1.188005591842778E-4,35.180113815926745,0.4406731328492715
-46.51,-23.49,test,5.5675526688220616E-5,8.212376376242766,0.26966240266231745
-56.29,-15.54,test,1.5644876523274954E-4,53.172034122707345,0.5092119153270727
-45.44,-22.94,test,7.777356262387672E-5,15.456070788613767,0.3402736042141493
-45.65,-22.94,test,7.777356262387672E-5,15.456070788613767,0.3402736042141493
-34.88,-8.08,test,4.6151883438273774E-5,5.676273320442401,0.23434469732312052
-34.94,-8.06,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-34.91,-8.02,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-34.96,-8.02,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-34.95,-8.01,test,1.1552751992004078E-4,33.622447080816485,0.4337989677220906
-51.27,-23.28,test,1.3029739648673993E-4,40.895036189624534,0.46355046344578893
-52.46,-23.08,test,1.9707292028687225E-4,67.6213088062413,0.5665274513075343
-51.94,-23.42,test,1.5692008733116558E-4,53.48062088130218,0.5099636637131156
-49.98,-23.16,test,1.071096470452908E-4,29.139897619528856,0.41531798057087005
-60.14,-3.23,test,3.7492991496636854E-5,3.7019214068970965,0.19913287614397882
-59.93,-3.12,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
-59.98,-3.11,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
-59.99,-3.11,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
-59.96,-3.07,test,5.9715578790186406E-5,9.499563286512064,0.28367925696378304
